acopio,anio,mes,fecha,orig_mes,orig_ytd,equiv_mes,equiv_ytd
GRANADA,2021,12,2021-12-01,5864,89069,1720.4700000000012,37114.59999999999
GRANADA,2022,1,2022-01-01,9055,9055,946.5485000000002,946.5485000000002
GRANADA,2022,2,2022-02-01,5950,15005,823.0664999999997,1769.6149999999998
GRANADA,2022,3,2022-03-01,7336,22341,4340.624000000001,6110.2390000000005
GRANADA,2022,4,2022-04-01,16339,38680,6639.4905000000035,12749.729500000005
GRANADA,2022,5,2022-05-01,15962,54642,5664.9659999999985,18414.6955
GRANADA,2022,6,2022-06-01,9210,63852,6228.0555,24642.751000000004
GRANADA,2022,7,2022-07-01,5582,69434,5357.341000000002,30000.092000000004
GRANADA,2022,8,2022-08-01,5788,75222,3080.1409999999996,33080.23300000001
GRANADA,2022,9,2022-09-01,4304,79526,853.9710000000001,33934.204000000005
GRANADA,2022,10,2022-10-01,0,79526,471.46000000000004,34405.664000000004
GRANADA,2022,11,2022-11-01,1837,81363,184.4085,34590.0725
GRANADA,2022,12,2022-12-01,2099,83462,5343.133,39933.205500000004
GRANADA,2023,1,2023-01-01,2472,2472,2204.057999999999,2204.057999999999
GRANADA,2023,2,2023-02-01,1779,4251,1142.57,3346.627999999999
GRANADA,2023,3,2023-03-01,6846,11097,3175.0660000000003,6521.6939999999995
GRANADA,2023,4,2023-04-01,3294,14391,4114.882,10636.576
GRANADA,2023,5,2023-05-01,6383,20774,3427.6,14064.176
GRANADA,2023,6,2023-06-01,2847,23621,3875.658,17939.834
GRANADA,2023,7,2023-07-01,6148,29769,1286.0259999999998,19225.86
GRANADA,2023,8,2023-08-01,1638,31407,1147.594,20373.454
GRANADA,2023,9,2023-09-01,810,32217,270.86,20644.314000000002
GRANADA,2023,10,2023-10-01,232,32449,78.62,20722.934
GRANADA,2023,11,2023-11-01,1592,34041,376.28,21099.214
GRANADA,2023,12,2023-12-01,3413,37454,2887.29,23986.504
GRANADA,2024,1,2024-01-01,5489,5489,892.92,892.92
GRANADA,2024,2,2024-02-01,1274,6763,2149.2,3042.12
GRANADA,2024,3,2024-03-01,5416,12179,4621.47,7663.59
GRANADA,2024,4,2024-04-01,14893,27072,9107.71,16771.3
GRANADA,2024,5,2024-05-01,18629,45701,5653.84,22425.14
GRANADA,2024,6,2024-06-01,6694,52395,4919.06,27344.2
GRANADA,2024,7,2024-07-01,13233,65628,7102.66,34446.86
GRANADA,2024,8,2024-08-01,8067,73695,1392.76,35839.62
GRANADA,2024,9,2024-09-01,7672,81367,5236.07,41075.69
GRANADA,2024,10,2024-10-01,6410,87777,6868.549999999999,47944.240000000005
GRANADA,2024,11,2024-11-01,8189,95966,6019.87,53964.11000000001
GRANADA,2024,12,2024-12-01,9032,104998,3831.6000000000004,57795.71000000001
GRANADA,2025,1,2025-01-01,9086.448,9086.448,308.76,308.76
GRANADA,2025,2,2025-02-01,6639.3499999999985,15725.797999999999,3828.13,4136.89
GRANADA,2025,3,2025-03-01,7790.732,23516.53,3533.51,7670.4000000000005
GRANADA,2025,4,2025-04-01,17396.47,40913,9822.079999999998,17492.48
GRANADA,2025,5,2025-05-01,14922.077999999965,55835.077999999965,9214.279999999999,26706.76
GRANADA,2025,6,2025-06-01,14947.080000000016,70782.15799999998,4742.360000000001,31449.12
GRANADA,2025,7,2025-07-01,9016.033999999985,79798.19199999997,2428.2199999999975,33877.34
GRANADA,2025,8,2025-08-01,4409.929999999993,84208.12199999996,1348.1600000000108,35225.50000000001
GRANADA,2025,9,2025-09-01,3895.2830000000395,88103.405,99.86999999999534,35325.37
GRANADA,2025,10,2025-10-01,1739.6059999999707,89843.01099999997,1666.3499999999985,36991.72
VILLEGAS,2017,1,2017-01-01,0,0,0,0
VILLEGAS,2017,2,2017-02-01,0,0,0,0
VILLEGAS,2017,3,2017-03-01,0,0,0,0
VILLEGAS,2017,4,2017-04-01,0,0,0,0
VILLEGAS,2017,5,2017-05-01,0,0,0,0
VILLEGAS,2017,6,2017-06-01,0,0,0,0
VILLEGAS,2017,7,2017-07-01,0,0,0,0
VILLEGAS,2017,8,2017-08-01,0,0,0,0
VILLEGAS,2017,9,2017-09-01,0,0,0,0
VILLEGAS,2017,10,2017-10-01,0,0,0,0
VILLEGAS,2017,11,2017-11-01,0,0,0,0
VILLEGAS,2017,12,2017-12-01,0,0,0,0
VILLEGAS,2018,1,2018-01-01,11465.6,11465.6,0,0
VILLEGAS,2018,2,2018-02-01,11465.6,22931.2,0,0
VILLEGAS,2018,3,2018-03-01,11465.600000000002,34396.8,0,0
VILLEGAS,2018,4,2018-04-01,11465.599999999999,45862.4,0,0
VILLEGAS,2018,5,2018-05-01,11465.599999999999,57328,0,0
VILLEGAS,2018,6,2018-06-01,1216,58544,0,0
VILLEGAS,2018,7,2018-07-01,2616,61160,0,0
VILLEGAS,2018,8,2018-08-01,-61160,NA,0,NA
VILLEGAS,2018,9,2018-09-01,62859,62859,0,0
VILLEGAS,2018,10,2018-10-01,178,63037,0,0
VILLEGAS,2018,11,2018-11-01,-30,63007,0,0
VILLEGAS,2018,12,2018-12-01,713,63720,0,0
VILLEGAS,2019,1,2019-01-01,11051,11051,0,0
VILLEGAS,2019,2,2019-02-01,779,11830,0,0
VILLEGAS,2019,3,2019-03-01,8015,19845,0,0
VILLEGAS,2019,4,2019-04-01,14221,34066,0,0
VILLEGAS,2019,5,2019-05-01,6714,40780,0,0
VILLEGAS,2019,6,2019-06-01,5203,45983,0,0
VILLEGAS,2019,7,2019-07-01,7729,53712,0,0
VILLEGAS,2019,8,2019-08-01,2644,56356,0,0
VILLEGAS,2019,9,2019-09-01,445,56801,0,0
VILLEGAS,2019,10,2019-10-01,1742,58543,0,0
VILLEGAS,2019,11,2019-11-01,671.9999999999927,59214.99999999999,0,0
VILLEGAS,2019,12,2019-12-01,2755.0000000000073,61970,0,0
VILLEGAS,2020,1,2020-01-01,14791,14791,0,0
VILLEGAS,2020,2,2020-02-01,6499,21290,0,0
VILLEGAS,2020,3,2020-03-01,2380,23670,0,0
VILLEGAS,2020,4,2020-04-01,16419,40089,0,0
VILLEGAS,2020,5,2020-05-01,3653,43742,0,0
VILLEGAS,2020,6,2020-06-01,3742,47484,0,0
VILLEGAS,2020,7,2020-07-01,2761,50245,0,0
VILLEGAS,2020,8,2020-08-01,422,50667,0,0
VILLEGAS,2020,9,2020-09-01,1774,52441,0,0
VILLEGAS,2020,10,2020-10-01,896,53337,0,0
VILLEGAS,2020,11,2020-11-01,913,54250,0,0
VILLEGAS,2020,12,2020-12-01,2663,56913,0,0
VILLEGAS,2021,1,2021-01-01,16079,16079,0,0
VILLEGAS,2021,2,2021-02-01,3685,19764,0,0
VILLEGAS,2021,3,2021-03-01,2703,22467,0,0
VILLEGAS,2021,4,2021-04-01,12210,34677,0,0
VILLEGAS,2021,5,2021-05-01,12694,47371,0,0
VILLEGAS,2021,6,2021-06-01,6190,53561,0,0
VILLEGAS,2021,7,2021-07-01,5307,58868,0,0
VILLEGAS,2021,8,2021-08-01,4243,63111,0,0
VILLEGAS,2021,9,2021-09-01,1078,64189,0,0
VILLEGAS,2021,10,2021-10-01,929,65118,0,0
VILLEGAS,2021,11,2021-11-01,817,65935,0,0
VILLEGAS,2021,12,2021-12-01,2306,68241,0,0
VILLEGAS,2022,1,2022-01-01,7915,7915,0,0
VILLEGAS,2022,2,2022-02-01,2216,10131,0,0
VILLEGAS,2022,3,2022-03-01,6848,16979,0,0
VILLEGAS,2022,4,2022-04-01,8147,25126,0,0
VILLEGAS,2022,5,2022-05-01,3212,28338,0,0
VILLEGAS,2022,6,2022-06-01,1606,29944,0,0
VILLEGAS,2022,7,2022-07-01,72,30016,0,0
VILLEGAS,2022,8,2022-08-01,3702,33718,0,0
VILLEGAS,2022,9,2022-09-01,1125,34843,0,0
VILLEGAS,2022,10,2022-10-01,0,34843,0,0
VILLEGAS,2022,11,2022-11-01,914,35757,0,0
VILLEGAS,2022,12,2022-12-01,1236,36993,0,0
VILLEGAS,2023,1,2023-01-01,2582,2582,0,0
VILLEGAS,2023,2,2023-02-01,2160,4742,0,0
VILLEGAS,2023,3,2023-03-01,825,5567,0,0
VILLEGAS,2023,4,2023-04-01,1317,6884,0,0
VILLEGAS,2023,5,2023-05-01,1482,8366,0,0
VILLEGAS,2023,6,2023-06-01,301,8667,0,0
VILLEGAS,2023,7,2023-07-01,2796,11463,0,0
VILLEGAS,2023,8,2023-08-01,588,12051,0,0
VILLEGAS,2023,9,2023-09-01,531,12582,0,0
VILLEGAS,2023,10,2023-10-01,305,12887,0,0
VILLEGAS,2023,11,2023-11-01,1111,13998,0,0
VILLEGAS,2023,12,2023-12-01,2037,16035,0,0
VILLEGAS,2024,1,2024-01-01,4314,4314,0,0
VILLEGAS,2024,2,2024-02-01,1283,5597,0,0
VILLEGAS,2024,3,2024-03-01,7209,12806,0,0
VILLEGAS,2024,4,2024-04-01,15057,27863,0,0
VILLEGAS,2024,5,2024-05-01,14598,42461,0,0
VILLEGAS,2024,6,2024-06-01,5902,48363,0,0
VILLEGAS,2024,7,2024-07-01,15890,64253,0,0
VILLEGAS,2024,8,2024-08-01,11309,75562,0,0
VILLEGAS,2024,9,2024-09-01,3822,79384,0,0
VILLEGAS,2024,10,2024-10-01,1736,81120,0,0
VILLEGAS,2024,11,2024-11-01,2720,83840,0,0
VILLEGAS,2024,12,2024-12-01,7308,91148,0,0
VILLEGAS,2025,1,2025-01-01,13922.555999999999,13922.555999999999,0,0
VILLEGAS,2025,2,2025-02-01,5288.032000000001,19210.588,0,0
VILLEGAS,2025,3,2025-03-01,9193.29,28403.878,0,0
VILLEGAS,2025,4,2025-04-01,16980.122,45384,0,0
VILLEGAS,2025,5,2025-05-01,8714.502,54098.502,0,0
VILLEGAS,2025,6,2025-06-01,16844.961000000018,70943.46300000002,0,0
VILLEGAS,2025,7,2025-07-01,10679.176000000007,81622.63900000002,0,0
VILLEGAS,2025,8,2025-08-01,11732.646999999997,93355.28600000002,0,0
VILLEGAS,2025,9,2025-09-01,5152.413999999975,98507.7,0,0
VILLEGAS,2025,10,2025-10-01,7862.91700000003,106370.61700000003,0,0
VICTORIA,2017,1,2017-01-01,0,0,0,0
VICTORIA,2017,2,2017-02-01,0,0,0,0
VICTORIA,2017,3,2017-03-01,0,0,0,0
VICTORIA,2017,4,2017-04-01,0,0,0,0
VICTORIA,2017,5,2017-05-01,0,0,0,0
VICTORIA,2017,6,2017-06-01,0,0,0,0
VICTORIA,2017,7,2017-07-01,0,0,0,0
VICTORIA,2017,8,2017-08-01,0,0,0,0
VICTORIA,2017,9,2017-09-01,0,0,0,0
VICTORIA,2017,10,2017-10-01,0,0,0,0
VICTORIA,2017,11,2017-11-01,0,0,0,0
VICTORIA,2017,12,2017-12-01,0,0,0,0
VICTORIA,2018,1,2018-01-01,5279,5279,2712.2,2712.2
VICTORIA,2018,2,2018-02-01,5279,10558,2712.2,5424.4
VICTORIA,2018,3,2018-03-01,5279,15837,2712.2,8136.5999999999995
VICTORIA,2018,4,2018-04-01,5279,21116,2712.2,10848.8
VICTORIA,2018,5,2018-05-01,5279,26395,10463.240000000002,21312.04
VICTORIA,2018,6,2018-06-01,795,27190,8047.6500000000015,29359.690000000002
VICTORIA,2018,7,2018-07-01,3920,31110,3271.4199999999983,32631.11
VICTORIA,2018,8,2018-08-01,2173,33283,4468,37099.11
VICTORIA,2018,9,2018-09-01,201,33484,2653.220000000001,39752.33
VICTORIA,2018,10,2018-10-01,135,33619,3031.459999999999,42783.79
VICTORIA,2018,11,2018-11-01,3405,37024,6216.739999999998,49000.53
VICTORIA,2018,12,2018-12-01,5157,42181,3702.1399999999994,52702.67
VICTORIA,2019,1,2019-01-01,29205,29205,8225.194999999998,8225.194999999998
VICTORIA,2019,2,2019-02-01,12158,41363,8139.669999999998,16364.864999999996
VICTORIA,2019,3,2019-03-01,13122,54485,11866.070000000002,28230.934999999998
VICTORIA,2019,4,2019-04-01,6814,61299,6689.658000000003,34920.593
VICTORIA,2019,5,2019-05-01,10320,71619,8625.981500000002,43546.5745
VICTORIA,2019,6,2019-06-01,4134,75753,3755.2549999999974,47301.8295
VICTORIA,2019,7,2019-07-01,3199,78952,10668.585,57970.4145
VICTORIA,2019,8,2019-08-01,1058,80010,1542.9700000000012,59513.3845
VICTORIA,2019,9,2019-09-01,0,80010,219.63500000000204,59733.0195
VICTORIA,2019,10,2019-10-01,1284,81294,1153.5849999999991,60886.6045
VICTORIA,2019,11,2019-11-01,1525.0000000000146,82819.00000000001,6460.949999999997,67347.5545
VICTORIA,2019,12,2019-12-01,4038.9999999999854,86858,3015.3699999999953,70362.9245
VICTORIA,2020,1,2020-01-01,16860,16860,6121.055,6121.055
VICTORIA,2020,2,2020-02-01,8372,25232,4458.296999999999,10579.351999999999
VICTORIA,2020,3,2020-03-01,18640,43872,8653.517,19232.869
VICTORIA,2020,4,2020-04-01,5143,49015,6304.735000000001,25537.604
VICTORIA,2020,5,2020-05-01,6305,55320,1962.8877949999987,27500.491794999998
VICTORIA,2020,6,2020-06-01,3192,58512,1709.7000000000007,29210.191795
VICTORIA,2020,7,2020-07-01,2892,61404,755.5299999999988,29965.721794999998
VICTORIA,2020,8,2020-08-01,1098,62502,3383.4850000000006,33349.206795
VICTORIA,2020,9,2020-09-01,1940,64442,3728.875,37078.081795
VICTORIA,2020,10,2020-10-01,931,65373,2131.519999999997,39209.601794999995
VICTORIA,2020,11,2020-11-01,4834,70207,3876.540000000001,43086.141794999996
VICTORIA,2020,12,2020-12-01,2609,72816,1207.0049999999974,44293.14679499999
VICTORIA,2021,1,2021-01-01,20767,20767,186.61999999999998,186.61999999999998
VICTORIA,2021,2,2021-02-01,2414,23181,1828.8500000000001,2015.47
VICTORIA,2021,3,2021-03-01,8472,31653,7312.985,9328.455
VICTORIA,2021,4,2021-04-01,9338,40991,3185.9799999999996,12514.435
VICTORIA,2021,5,2021-05-01,4707,45698,2065.379999999999,14579.814999999999
VICTORIA,2021,6,2021-06-01,5003,50701,3536.4399999999987,18116.254999999997
VICTORIA,2021,7,2021-07-01,3196,53897,5528.300000000003,23644.555
VICTORIA,2021,8,2021-08-01,1252,55149,4738.095000000005,28382.650000000005
VICTORIA,2021,9,2021-09-01,760,55909,4630.035,33012.685000000005
VICTORIA,2021,10,2021-10-01,422,56331,3579.965000000004,36592.65000000001
VICTORIA,2021,11,2021-11-01,8215,64546,1595.3150000000023,38187.96500000001
VICTORIA,2021,12,2021-12-01,6289,70835,0,38187.96500000001
VICTORIA,2022,1,2022-01-01,8184,8184,0,0
VICTORIA,2022,2,2022-02-01,3857,12041,0,0
VICTORIA,2022,3,2022-03-01,5526,17567,0,0
VICTORIA,2022,4,2022-04-01,8136,25703,0,0
VICTORIA,2022,5,2022-05-01,5621,31324,0,0
VICTORIA,2022,6,2022-06-01,1627,32951,0,0
VICTORIA,2022,7,2022-07-01,669,33620,0,0
VICTORIA,2022,8,2022-08-01,1107,34727,0,0
VICTORIA,2022,9,2022-09-01,596,35323,0,0
VICTORIA,2022,10,2022-10-01,150,35473,0,0
VICTORIA,2022,11,2022-11-01,7132,42605,0,0
VICTORIA,2022,12,2022-12-01,2121,44726,0,0
VICTORIA,2023,1,2023-01-01,2180,2180,0,0
VICTORIA,2023,2,2023-02-01,126,2306,0,0
VICTORIA,2023,3,2023-03-01,219,2525,0,0
VICTORIA,2023,4,2023-04-01,788,3313,0,0
VICTORIA,2023,5,2023-05-01,1467,4780,0,0
VICTORIA,2023,6,2023-06-01,891,5671,0,0
VICTORIA,2023,7,2023-07-01,1888,7559,0,0
VICTORIA,2023,8,2023-08-01,2050,9609,0,0
VICTORIA,2023,9,2023-09-01,531,10140,0,0
VICTORIA,2023,10,2023-10-01,330,10470,0,0
VICTORIA,2023,11,2023-11-01,5985,16455,0,0
VICTORIA,2023,12,2023-12-01,2434,18889,0,0
VICTORIA,2024,1,2024-01-01,5915,5915,0,0
VICTORIA,2024,2,2024-02-01,3421,9336,0,0
VICTORIA,2024,3,2024-03-01,4039,13375,0,0
VICTORIA,2024,4,2024-04-01,4511,17886,0,0
VICTORIA,2024,5,2024-05-01,3425,21311,0,0
VICTORIA,2024,6,2024-06-01,362,21673,0,0
VICTORIA,2024,7,2024-07-01,-66,21607,0,0
VICTORIA,2024,8,2024-08-01,9,21616,0,0
VICTORIA,2024,9,2024-09-01,10,21626,0,0
VICTORIA,2024,10,2024-10-01,36,21662,0,0
VICTORIA,2024,11,2024-11-01,2243,23905,0,0
VICTORIA,2024,12,2024-12-01,618,24523,0,0
VICTORIA,2025,1,2025-01-01,1045.12,1045.12,0,0
VICTORIA,2025,2,2025-02-01,1644.393,2689.513,0,0
VICTORIA,2025,3,2025-03-01,1676.1000000000004,4365.613,0,0
VICTORIA,2025,4,2025-04-01,2989.3869999999997,7355,0,0
VICTORIA,2025,5,2025-05-01,2955.7090000000007,10310.709,0,0
VICTORIA,2025,6,2025-06-01,1562.6910000000007,11873.400000000001,0,0
VICTORIA,2025,7,2025-07-01,221.71000000000095,12095.110000000002,0,0
VICTORIA,2025,8,2025-08-01,250.1999999999989,12345.310000000001,0,0
VICTORIA,2025,9,2025-09-01,677.8399999999983,13023.15,0,0
VICTORIA,2025,10,2025-10-01,1904.3020000000015,14927.452000000001,0,0
